x,y,bgs_statistic_type_trans,bgs_commodity_trans,data_precision_description,concat_figure_notes_text,year,country_trans,bgs_sub_commodity_trans,sdmx_code,country_iso2_code,erml_group,sdmx_translation,country_iso3_code,erml_commodity,units,pole_of_inaccessibility_longitude,erml_sub_commodity,concat_table_notes_code,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity,concat_table_notes_text,yearbook_table_trans,bgs_commodity_code,quantity_in_book_style,concat_figure_notes_code
24.972941,45.853463999999995,Production,manganese ore,,Estimates.,1972-01-01 00:00:00,Romania,,A,RO,Manganese,Normal value,ROU,Manganese ore (gross weight),tonnes (metric),24.972941,Ores and concentrates (gross weight),,45.853464,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,130000,,Production of manganese ore,898,130000,*
-73.03382599999999,-13.197341,Production,manganese ore,,,1972-01-01 00:00:00,Peru,,A,PE,Manganese,Normal value,PER,Manganese ore (gross weight),tonnes (metric),-73.033826,Ores and concentrates (gross weight),,-13.197341,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,9089,,Production of manganese ore,898,9089,
23.625456999999997,-2.883451,Production,manganese ore,,,1972-01-01 00:00:00,Zaire,,A,ZR,Manganese,Normal value,ZAR,Manganese ore (gross weight),tonnes (metric),23.625457,Ores and concentrates (gross weight),,-2.883451,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,369481,,Production of manganese ore,898,369481,
79.282538,22.642556,Production,manganese ore,,Including ore grading 54% to less than 35% Mn.,1972-01-01 00:00:00,India,,A,IN,Manganese,Normal value,IND,Manganese ore (gross weight),tonnes (metric),79.282538,Ores and concentrates (gross weight),,22.642556,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,1642456,,Production of manganese ore,898,1642456,c
23.963964999999998,-21.767426,Production,manganese ore,,,1972-01-01 00:00:00,Botswana,,A,BW,Manganese,Normal value,BWA,Manganese ore (gross weight),tonnes (metric),23.963965,Ores and concentrates (gross weight),,-21.767426,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,687,,Production of manganese ore,898,687,
-69.73191899999999,-26.162882999999997,Production,manganese ore,,,1972-01-01 00:00:00,Chile,,A,CL,Manganese,Normal value,CHL,Manganese ore (gross weight),tonnes (metric),-69.731919,Ores and concentrates (gross weight),,-26.162883,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,16085,,Production of manganese ore,898,16085,
82.51,55.51,Production,manganese ore,,,1972-01-01 00:00:00,Soviet Union,,A,SU,Manganese,Normal value,SUN,Manganese ore (gross weight),tonnes (metric),82.510000,Ores and concentrates (gross weight),,55.510000,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,7819000,,Production of manganese ore,898,7819000,
14.4166,50.083332999999996,Production,manganese ore,Nil (nothing produced),Manganiferous iron ore.,1972-01-01 00:00:00,Czechoslovakia,,A,CS,Manganese,Normal Value,CSK,Manganese ore (gross weight),tonnes (metric),14.416600,Ores and concentrates (gross weight),,50.083333,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,0,,Production of manganese ore,898,-----,i
142.796275,43.46076,Production,manganese ore,,,1972-01-01 00:00:00,Japan,,A,JP,Manganese,Normal value,JPN,Manganese ore (gross weight),tonnes (metric),142.796275,Ores and concentrates (gross weight),,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,260747,,Production of manganese ore,898,260747,
55.508706,31.955713,Production,manganese ore,,Years ended 20 March following that stated.,1972-01-01 00:00:00,Iran,,A,IR,Manganese,Normal value,IRN,Manganese ore (gross weight),tonnes (metric),55.508706,Ores and concentrates (gross weight),,31.955713,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,9700,,Production of manganese ore,898,9700,d
-3.562909,40.389544,Production,manganese ore,,,1972-01-01 00:00:00,Spain,,A,ES,Manganese,Normal value,ESP,Manganese ore (gross weight),tonnes (metric),-3.562909,Ores and concentrates (gross weight),,40.389544,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,13171,,Production of manganese ore,898,13171,
114.218582,-0.9663149999999999,Production,manganese ore,,,1972-01-01 00:00:00,Indonesia,,A,ID,Manganese,Normal value,IDN,Manganese ore (gross weight),tonnes (metric),114.218582,Ores and concentrates (gross weight),,-0.966315,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,7500,,Production of manganese ore,898,7500,
22.009674999999998,39.740648,Production,manganese ore,,,1972-01-01 00:00:00,Greece,,A,GR,Manganese,Normal value,GRC,Manganese ore (gross weight),tonnes (metric),22.009675,Ores and concentrates (gross weight),,39.740648,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,5305,,Production of manganese ore,898,5305,
