x,y,country_iso3_code,erml_group,sdmx_translation,pole_of_inaccessibility_longitude,erml_commodity,units,year,pole_of_inaccessibility_latitude,erml_sub_commodity,concat_table_notes_code,yearbook_table_id,cgi_commodity_url,quantity,yearbook_table_trans,bgs_commodity_code,concat_table_notes_text,bgs_statistic_type_trans,bgs_commodity_trans,quantity_in_book_style,concat_figure_notes_code,country_trans,bgs_sub_commodity_trans,data_precision_description,concat_figure_notes_text,country_iso2_code,sdmx_code
-64.247496,-31.841561,ARG,,Normal value,-64.247496,,tonnes (metric),2021-01-01 00:00:00,-31.841561,,,84,,9008,Production of lithium minerals,20309,,Production,lithium minerals,9008,,Argentina,Lithium minerals (Carbonate -Li content),,,AR,A
16.971256999999998,-20.703654,NAM,Lithium,Normal Value,16.971257,Lithium minerals,tonnes (metric),2021-01-01 00:00:00,-20.703654,Lepidolite,,84,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,0,Production of lithium minerals,894,,Production,lithium minerals,-----,,Namibia,Lepidolite,Nil (nothing produced),,NA,A
-64.247496,-31.841561,ARG,,Normal value,-64.247496,,tonnes (metric),2021-01-01 00:00:00,-31.841561,,,84,,652,Production of lithium minerals,20310,,Production,lithium minerals,652,,Argentina,Lithium minerals (Chloride -Li content),,,AR,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),2021-01-01 00:00:00,39.139831,,,84,,6000,Production of lithium minerals,20300,,Production,lithium minerals,6000,*|c,USA,Lithium minerals (Li content),,Estimates.|Carbonate.,US,A
-69.73191899999999,-26.162882999999997,CHL,,Normal value,-69.731919,,tonnes (metric),2021-01-01 00:00:00,-26.162883,,,84,,12129,Production of lithium minerals,20278,,Production,lithium minerals,12129,,Chile,Lithium minerals (hydroxide),,,CL,A
109.537431,32.216659,CHN,,Normal value,109.537431,,tonnes (metric),2021-01-01 00:00:00,32.216659,,,84,,14100,Production of lithium minerals,20300,,Production,lithium minerals,14100,*,China,Lithium minerals (Li content),,Estimates.,CN,A
-49.028009999999995,-12.408957,BRA,Lithium,Normal value,-49.028010,Lithium minerals,tonnes (metric),2021-01-01 00:00:00,-12.408957,Spodumene,,84,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,102938,Production of lithium minerals,896,,Production,lithium minerals,102938,,Brazil,Spodumene,,,BR,A
2.452177,46.620563,FRA,,Normal Value,2.452177,,tonnes (metric),2021-01-01 00:00:00,46.620563,,,84,,0,Production of lithium minerals,20278,,Production,lithium minerals,-----,,France,Lithium minerals (hydroxide),Nil (nothing produced),,FR,A
-64.247496,-31.841561,ARG,,Normal value,-64.247496,,tonnes (metric),2021-01-01 00:00:00,-31.841561,,,84,,4000,Production of lithium minerals,1998,,Production,lithium minerals,4000,,Argentina,Chloride,,,AR,A
-8.263145999999999,39.866841,PRT,Lithium,Normal value,-8.263146,Lithium minerals,tonnes (metric),2021-01-01 00:00:00,39.866841,Lepidolite,,84,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,15000,Production of lithium minerals,894,,Production,lithium minerals,15000,*,Portugal,Lepidolite,,Estimates.,PT,A
-119.677633,59.205383999999995,CAN,Lithium,Normal Value,-119.677633,Lithium minerals,tonnes (metric),2021-01-01 00:00:00,59.205384,Spodumene,,84,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,0,Production of lithium minerals,896,,Production,lithium minerals,-----,,Canada,Spodumene,Nil (nothing produced),,CA,A
-64.684753,-16.706875999999998,BOL,,Normal value,-64.684753,,tonnes (metric),2021-01-01 00:00:00,-16.706876,,,84,,102,Production of lithium minerals,20300,,Production,lithium minerals,102,,Bolivia,Lithium minerals (Li content),,,BO,A
8.075654,9.676734,NGA,,Normal Value,8.075654,,tonnes (metric),2021-01-01 00:00:00,9.676734,,,84,,0,Production of lithium minerals,20311,,Production,lithium minerals,-----,,Nigeria,Spodumene (Li content),Nil (nothing produced),,NG,A
-69.73191899999999,-26.162882999999997,CHL,,Normal Value,-69.731919,,tonnes (metric),2021-01-01 00:00:00,-26.162883,,,84,,0,Production of lithium minerals,20310,,Production,lithium minerals,-----,,Chile,Lithium minerals (Chloride -Li content),Nil (nothing produced),,CL,A
2.452177,46.620563,FRA,,Normal Value,2.452177,,tonnes (metric),2021-01-01 00:00:00,46.620563,,,84,,0,Production of lithium minerals,20300,,Production,lithium minerals,-----,,France,Lithium minerals (Li content),Nil (nothing produced),,FR,A
-69.73191899999999,-26.162882999999997,CHL,,Normal value,-69.731919,,tonnes (metric),2021-01-01 00:00:00,-26.162883,,,84,,28265,Production of lithium minerals,20309,,Production,lithium minerals,28265,,Chile,Lithium minerals (Carbonate -Li content),,,CL,A
16.971256999999998,-20.703654,NAM,,Normal Value,16.971257,,tonnes (metric),2021-01-01 00:00:00,-20.703654,,,84,,0,Production of lithium minerals,20312,,Production,lithium minerals,-----,,Namibia,Lepidolite (Li content),Nil (nothing produced),,NA,A
-69.73191899999999,-26.162882999999997,CHL,,Normal value,-69.731919,,tonnes (metric),2021-01-01 00:00:00,-26.162883,,,84,,2001,Production of lithium minerals,20300,,Production,lithium minerals,2001,i,Chile,Lithium minerals (Li content),,Hydroxide.,CL,A
